Class,Description
F15D1/00,fluidpressure actuators  hydraulics or pneumatics in general fluid dynamics ie methods means for influencing the flow of gases liquids nozzles spray heads devices decrease friction resistance increase speed ships ship rudders viscosity fluids chemical additives hydraulic engineering circuit elements oneway check valves
F16B1/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation preventing relative movement
F16B2/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation frictiongrip releasable fastenings cables ropes cleats connections rods tubes noncircular section mutually including resilient
F16B3/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation keytype connections keys takes precedence rods tubes mutually
F16B4/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation shrinkage connections assembled different temperature force fits restricted metal objects nonreleasable frictiongrip fastenings takes precedence using members shapememory material
F16B5/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation joining sheets plates panels one another strips bars parallel takes precedence sticking dowel connections pins including deformable covering walls signs boards supporting structure readilydetachable letters
F16B7/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation connections rods tubes noncircular section mutually including resilient take precedence umbrella frames welding soldering vehicle railway bicycle conveying fluids
F16B9/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation connections rods tubular flat surfaces angle part one member entering hole involving plastic deformation frictiongrip releasable fastenings making pressfit fluidtight connecting pipes reservoirs sheets like joining conveying fluids walls
F16B11/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation connecting sticking pressing cold pressure welding nonelectric methods using adhesives independently form surfaces joined
F16B12/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation furniture like hidden exterior â take precedence means per se woodworking
F16B13/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation dowels fastened walls like inserting holes made therein purpose selflocking pins studandsocket releasable fastenings railroad sleepers ans means anchoring structural bulkheads specially adapted foundation used laying bricks casting concrete setting shafts tunnels galleries
F16B15/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation staples surgical manufacture drawingpins thumbtacks railway spikes
F16B17/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation connecting part one member entering hole involving plastic deformation riveting
F16B19/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation without screwthread pins including deformable screwed connections rivets means preventing withdrawal
F16B21/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation means preventing relative axial movement pin spigot shaft like member surrounding riveted deformable spigots gudgeon pins studandsocket releasable fastenings
F16B23/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation specially shaped nuts heads screws rotations tool detachable ornamental screwdrivers wrenches
F16B25/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation screws cut thread body screwed wood takes precedence joining sheets plates using two separate threads adjustment sleeves
F16B27/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation screws nuts formed integral series easily separable particularly use automatic arrangements feeding spanners wrenches screwdrivers builtin magazines
F16B29/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation screwed connection deformation nut auxiliary member nuts fastened surfaces riveting members deformed locking screws
F16B31/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation screwed connections specially modified view tensile load breakbolts shape thread
F16B33/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation features common bolt nut
F16B35/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation screwbolts staybolts screwthreaded studs screws set takes precedence joining sheets plates using two separate threads adjustment sleeves thread cutting
F16B37/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation nuts like threadengaging members specially shaped rotations tool
F16B39/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation locking screws nuts takes precedence bottle closures railfastening permanent ways means railway fishplates valves cocks
F16B41/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation loss nuts pins unauthorised operation locking screws seals
F16B43/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation washers equivalent other supporting boltheads nuts indicating tensile load forming whole bolt nut locking means fixed plate ring washerlike resilient plates
F16B45/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation hooks eyes attaching means concerned groups take precedence hanging pictures like towing ships hoisting hauling purposes integral designed facilitate quick attachment cables ropes point
F16B47/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation suction cups attaching purposes equivalent means using adhesives magnetism hanging supporting pictures like vacuum work holders anchoring ships handling glass loadengaging cranes
F16B2200/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in devices fastening securing constructional machine parts together eg nails bolts circlips clamps clips wedges joints jointing couplings transmitting rotation details connections covered groups subclass
F16C1/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings dental boring cutting mechanical means transmitting movement sheathing
F16C3/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings marine propeller paddle wheel axles cranks eccentrics
F16C5/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings crossheads constructions connectingrod heads pistonrod connections rigid pistonrods ie rods rigidly connected piston
F16C7/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings connectingrods like links pivoted ends couplingrods locomotive drivingwheels construction connectingrod heads rigid crossheads
F16C9/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings crankshafts connectingrods attachment lubrication connection connections crossheads pistons
F16C11/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings pivots pivotal connections arrangements steering linkage
F16C13/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings rolls drums discs like guide rollers feeding webs calender therefor heatexchange heattransfer apparatus special adaptations see relevant classes mountings
F16C15/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings construction resist centrifugal force flywheels correction weights
F16C17/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings slidingcontact exclusively movement takes precedence adjustable
F16C19/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings rolling contact exclusively movement adjustable electrically insulating
F16C21/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings combinations slidingcontact ball roller exclusively movement take precedence
F16C23/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings exclusively movement adjustable aligning positioning takes precedence hydrostatic
F16C25/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings exclusively movement adjustable wear play takes precedence
F16C27/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings elastic yielding bearing supports exclusively movement shockdamping watches clocks
F16C29/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings parts moving linearly takes precedence incorporated special methods making thereof
F16C31/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings parts rotate move linearly
F16C32/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings otherwise provided
F16C33/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings parts special methods making thereof metalworking like operations see relevant classes
F16C35/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings rigid support bearing housings eg caps covers takes precedence
F16C37/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings cooling
F16C39/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings relieving load
F16C41/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings accessories eg devices integrated bearing relating function
F16C43/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings assembling
F16C2202/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings solid materials defined properties
F16C2204/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings metallic materials alloys takes precedence
F16C2206/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings materials ceramics cermets hard carbon similar nonmetallic main constituents
F16C2208/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings plastics synthetic resins eg rubbers
F16C2210/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings fluids
F16C2212/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings natural materials ie based animal plant products leather wood cotton extracted therefrom eg lignin
F16C2220/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings shaping
F16C2223/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings surface treatments hardening coating
F16C2226/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings joining parts fastening assembling mounting fasteners securing joints
F16C2229/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings setting preload
F16C2231/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings runningin initial operation
F16C2233/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings monitoring condition eg temperature load vibration
F16C2235/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings cleaning
F16C2237/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings repair replacement
F16C2240/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings specified values numerical ranges parameters relations properties materials
F16C2300/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings application independent particular apparatuses
F16C2310/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings agricultural
F16C2314/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings personal domestic articles eg household appliances washing dryers â
F16C2316/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings apparatus health amusement â
F16C2320/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings apparatus used separating mixing â
F16C2322/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings apparatus used shaping articles â
F16C2324/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings apparatus used printing â
F16C2326/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings articles relating transporting â
F16C2340/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings apparatus treating textiles â
F16C2350/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings articles related building â
F16C2352/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings apparatus drilling
F16C2360/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings engines pumps â
F16C2361/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings apparatus articles â
F16C2362/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings apparatus lighting heating â
F16C2370/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings apparatus relating physics eg instruments â
F16C2380/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in shafts flexible crankshaft mechanisms rotary bodies other than gearing bearings electrical apparatus â
F16D1/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes rigidly connecting two coaxial shafts movable machine attachment wheels axles railway carriages cranks
F16D3/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes yielding ie means permitting movement connected parts drive disconnectable simply axial slip
F16D5/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes impulse ie alternately accelerate decelerate driven member
F16D7/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes slip eg slipping overload absorbing shock combined yielding shaft fluid â
F16D9/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes safety member disconnecting eg breaking melting
F16D11/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes members interengaging parts arrangements synchronisation
F16D13/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes friction arrangements synchronisation
F16D15/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes wedging balls rollers wedgeable separate clutching members freewheels freewheel
F16D17/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes drive transmitted solely virtue eccentricity contacting surfaces clutch members fit one around
F16D19/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes mechanicallyactuated clutching members otherwise provided
F16D21/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes systems comprising plurality actuated synchronisation
F16D23/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes details mechanicallyactuated specific one distinct type
F16D25/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes fluidactuated
F16D27/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes magnetically electrically actuated control electric circuits therefor magnetisable particles electrorheological fluids
F16D28/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes electricallyactuated arrangements synchronisation actuated directly means electromagnet automatic â external control
F16D29/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes systems involving fluid magnetic actuation
F16D31/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes fluid pumping sets volumetric type ie case liquid passing predetermined volume per revolution
F16D33/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes rotary fluid hydrokinetic type
F16D35/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes fluid clutching predominantly obtained adhesion takes precedence arrangements viscous fourwheel drives
F16D37/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes drive transmitted medium consisting small particles eg centrifugally speedresponsive
F16D39/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes combinations according two groups â
F16D41/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes freewheels freewheel cycle controlled backpedalling oneway linear
F16D43/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes automatic varying relationship two coaxial shafts freewheels freewheel
F16D45/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes freewheels freewheel combined automatic
F16D47/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes systems comprising devices types grouped least two preceding guide headings
F16D48/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes external control
F16D49/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes braking member cooperating periphery drum wheelrim like similar
F16D51/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes outwardlymovable braking members cooperating inner surface drum like similar
F16D53/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes braking members cooperating periphery inner surface drum wheelrim like similar
F16D55/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes substantiallyradial braking surfaces pressed together axial direction eg disc similar
F16D57/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes liquidresistance using internal friction fluids fluidlike media eg powders braking drums barrels ropes cranes lift hoists winches
F16D59/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes selfacting eg coming operation predetermined speed
F16D61/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes means making energy absorbed available use takes precedence
F16D63/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes otherwise provided combining one types groups
F16D65/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes parts details similar members
F16D66/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes arrangements monitoring working conditions eg wear temperature
F16D67/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes combinations conjoint control brake systems driveline vehicles
F16D69/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes friction linings attachment thereof selection coacting substances surfaces clutching braking members
F16D71/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes mechanisms bringing members rest predetermined position combined controlling means initiating operation securing
F16D2121/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes type actuator operation force
F16D2123/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes multiple operation forces
F16D2125/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes components actuators
F16D2127/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes auxiliary mechanisms
F16D2129/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes type operation source auxiliary mechanisms
F16D2131/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes overall arrangement actuators eg modular construction
F16D2200/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes materials production methods therefor
F16D2250/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes manufacturing assembly
F16D2300/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes special features
F16D2500/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in couplings transmitting rotation clutches brakes external control electric electronic means
F16F1/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in springs shockabsorbers means damping vibration working fluid
F16F3/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in springs shockabsorbers means damping vibration spring consisting several eg obtaining desired characteristic take precedence including fluid
F16F5/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in springs shockabsorbers means damping vibration liquid works spring compression eg combined throttling action combinations devices including dampers solid semisolid material
F16F6/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in springs shockabsorbers means damping vibration magnetic spring arrangements suppression systems fluid ie combined
F16F7/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in springs shockabsorbers means damping vibration vibrationdampers using fluid specific rotary systems belt tensioners
F16F9/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in springs shockabsorbers means damping vibration vibrationdampers similarlyconstructed movementdampers using fluid equivalent medium takes precedence connection valves inflatable elastic bodies braking devices stops buffers wingoperating appliances
F16F13/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in springs shockabsorbers means damping vibration comprising nonfluid type well vibrationdampers fluid take precedence
F16F15/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in springs shockabsorbers means damping vibration suppression vibrations systems nonrotary using inertia effect prevention isolation machine tools driveline hybrid vehicle transmissions seat suspension devices methods protecting acoustic waves eg sound arrangements avoiding reducing outofbalance forces due motion absorbing balancing aircraft propellers rotorcraft rotors testing static dynamic balance structures
F16F2222/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in springs shockabsorbers means damping vibration special physical effects eg nature
F16F2224/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in springs shockabsorbers means damping vibration materials material properties
F16F2226/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in springs shockabsorbers means damping vibration manufacturing treatments
F16F2228/00,engineering elements and units  general measures for producing maintaining effective functioning of machines or installations thermal insulation in springs shockabsorbers means damping vibration functional characteristics eg variability frequencydependence
